command_vx,num_rollouts,valid_rollouts,mean_vx,mean_vx_ci95,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,mechanical_cot,success_rate,survival_rate,fall_rate,timeout_rate
0.0,16,16,-0.01423403451917693,1.0156311017509204e-05,-0.01423403451917693,0.014343534188810736,0.01639090816024691,0.008127365668769926,,1.0,0.011120106733869761,0.059841830749064684,7.354508340358734,3.249033361673355,1.0,1.0,0.0,0.0
0.2,16,16,0.17674547713249922,3.558728314444264e-06,-0.023254538187757134,0.023289789212867618,0.02554836787749082,0.010580019967164844,,1.0,0.0059905306552536786,0.055027496768161654,8.882388710975647,0.3184471633285284,1.0,1.0,0.0,0.0
0.4,16,16,0.38064480759203434,3.208979576135347e-05,-0.019355210475623608,0.022550628054887056,0.02587345230858773,0.01716981898061931,0.9516120105981827,1.0,0.009307595493737608,0.0606400934047997,12.348966360092163,0.20557328406721354,1.0,1.0,0.0,0.0
0.6,16,16,0.5864260941743851,4.080877671731111e-05,-0.013573888398241252,0.023425126913934946,0.026779458625242114,0.02308476180769503,0.977376788854599,1.0,0.013165951881092042,0.06250032433308661,18.132468342781067,0.1959293456748128,1.0,1.0,0.0,0.0
0.8,16,16,0.7913324944674969,1.3441887075250128e-05,-0.00866762560326606,0.02332094602752477,0.026989797712303698,0.025554638355970383,0.9891656115651131,1.0,0.015829265117645264,0.05807179841212928,29.827954530715942,0.23884735349565744,1.0,1.0,0.0,0.0
1.0,16,16,1.0031565204262733,4.4112228007109375e-05,0.0031565637909807265,0.024006854160688818,0.027906947652809322,0.027731306152418256,1.0031565204262733,1.0,0.016499421442858875,0.056246339809149504,47.22310161590576,0.2982921712100506,1.0,1.0,0.0,0.0
1.2,16,16,1.2174538671970367,0.0002752089914203346,0.01745386782567948,0.027245334116742015,0.03360247751697898,0.028711309423670173,1.014544852077961,1.0,0.01777724758721888,0.05574446334503591,70.12230110168457,0.364971986040473,1.0,1.0,0.0,0.0
1.4,16,16,1.4257253929972649,0.00023779079258993301,0.02572546759620309,0.032708093989640474,0.040028426330536604,0.03066320053767413,1.0183752924203873,1.0,0.017431104788556695,0.05617001047357917,95.59683036804199,0.4248773120343685,1.0,1.0,0.0,0.0
1.6,16,16,1.6248113811016083,0.0002047089455686065,0.024811505223624408,0.032413871958851814,0.03937523253262043,0.03057762933894992,1.015507087111473,1.0,0.018023087759502232,0.05637596338056028,126.18041038513184,0.4920903481543064,1.0,1.0,0.0,0.0
1.8,16,16,1.813680149614811,0.00042964225344368985,0.01368030341109261,0.027832750929519534,0.03308758186176419,0.03012991847936064,1.007600113749504,1.0,0.018991638207808137,0.06115053128451109,160.5742130279541,0.5610103979706764,1.0,1.0,0.0,0.0
2.0,16,16,2.0068716555833817,0.0004704200099858105,0.00687163052498363,0.02585234132129699,0.030567976995371282,0.029770393972285092,1.0034358277916908,0.9890833385288715,0.01988646457903087,0.07016796758398414,199.44971656799316,0.6297520138323307,1.0,1.0,0.0,0.0
2.2,16,16,2.1995860189199448,0.001267394989126126,-0.00041428900658502243,0.024507656693458557,0.02968243299983442,0.02955611317884177,0.9998118169605732,0.9919166751205921,0.02016985695809126,0.06889030383899808,244.51696491241455,0.7044072411954403,1.0,1.0,0.0,0.0
2.4,16,16,2.397156745195389,0.0017891988654625225,-0.0028430796187421947,0.024727099924348295,0.030392310000024736,0.030091916327364743,0.998815268278122,0.9772499985992908,0.023657707264646888,0.07511378964409232,294.153865814209,0.7775583155453205,1.0,1.0,0.0,0.0
