speed_index,env_index,replicate,command_vx,samples,mean_vx,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,energy_j,distance_m,mechanical_cot,failure_time_s,survived,fell,timed_out,tracking_success
0,0,0,0.0,750,0.018483244,0.018483244,0.018483244,0.021128474,0.010236312,,1.0,0.036941413,0.07984904,7.2772293,109.158394,0.2772488,2.494844,,True,False,False,True
0,1,1,0.0,750,0.018491277,0.018491277,0.018491277,0.021134907,0.010235085,,1.0,0.036929734,0.07985595,7.281402,109.221016,0.27736923,2.4951913,,True,False,False,True
0,2,2,0.0,750,0.018479206,0.018479206,0.018479206,0.021124395,0.010235185,,1.0,0.03694887,0.07987417,7.283183,109.24784,0.27718827,2.4974334,,True,False,False,True
0,3,3,0.0,750,0.01849914,0.01849914,0.01849914,0.021141974,0.0102354735,,1.0,0.03694877,0.0798647,7.2790923,109.18643,0.27748716,2.493341,,True,False,False,True
0,4,4,0.0,750,0.01848751,0.01848751,0.01848751,0.021131525,0.010234907,,1.0,0.03692763,0.07987136,7.274322,109.11472,0.27731258,2.4932723,,True,False,False,True
0,5,5,0.0,750,0.018469177,0.018469177,0.018469177,0.021117544,0.010239148,,1.0,0.03694178,0.079859845,7.281307,109.21961,0.27703768,2.4981453,,True,False,False,True
0,6,6,0.0,750,0.0184886,0.0184886,0.0184886,0.02113149,0.010232861,,1.0,0.03693738,0.07986913,7.2776694,109.16507,0.2773289,2.4942758,,True,False,False,True
0,7,7,0.0,750,0.018508345,0.018508345,0.018508345,0.02115056,0.010236568,,1.0,0.036922485,0.07984538,7.281008,109.21519,0.27762517,2.492758,,True,False,False,True
0,8,8,0.0,750,0.018471612,0.018471612,0.018471612,0.021117112,0.010233862,,1.0,0.036945418,0.07986541,7.280778,109.211624,0.27707425,2.497633,,True,False,False,True
0,9,9,0.0,750,0.018496756,0.018496756,0.018496756,0.021139331,0.010234324,,1.0,0.036939688,0.07986516,7.2869186,109.303696,0.2774514,2.4963408,,True,False,False,True
0,10,10,0.0,750,0.01849906,0.01849906,0.01849906,0.021141827,0.010235315,,1.0,0.03694736,0.07986408,7.277672,109.16505,0.27748597,2.4928637,,True,False,False,True
0,11,11,0.0,750,0.018483937,0.018483937,0.018483937,0.021128897,0.010235935,,1.0,0.036933687,0.07986704,7.2816005,109.22396,0.27725905,2.4962502,,True,False,False,True
0,12,12,0.0,750,0.018471865,0.018471865,0.018471865,0.021118503,0.010236278,,1.0,0.0369375,0.07987066,7.2755346,109.13293,0.27707806,2.4957988,,True,False,False,True
0,13,13,0.0,750,0.01848087,0.01848087,0.01848087,0.021127475,0.010238538,,1.0,0.036957785,0.079869464,7.2736073,109.104,0.27721298,2.493923,,True,False,False,True
0,14,14,0.0,750,0.018481284,0.018481284,0.018481284,0.021126965,0.010236735,,1.0,0.036927268,0.07984401,7.276914,109.15371,0.27721924,2.4950027,,True,False,False,True
0,15,15,0.0,750,0.018503508,0.018503508,0.018503508,0.02114704,0.010238045,,1.0,0.036934845,0.079853654,7.2825603,109.23841,0.27755287,2.4939375,,True,False,False,True
1,16,0,0.2,750,0.2079444,0.007944468,0.008613249,0.011485731,0.008296068,,1.0,0.041904952,0.08538729,8.996466,134.94693,3.1191657,0.2741451,,True,False,False,True
1,17,1,0.2,750,0.20799981,0.007999879,0.00863189,0.011505581,0.008271334,,0.99866664,0.041916773,0.08541499,8.996927,134.95389,3.1199994,0.27408597,,True,False,False,True
1,18,2,0.2,750,0.20796542,0.007965345,0.008607261,0.011464397,0.008242006,,1.0,0.041714698,0.085454345,8.991172,134.86751,3.1194816,0.273956,,True,False,False,True
1,19,3,0.2,750,0.20795721,0.007957365,0.008580469,0.011460449,0.008251267,,1.0,0.041914463,0.08551754,8.992642,134.8897,3.1193588,0.27401185,,True,False,False,True
1,20,4,0.2,750,0.20809332,0.0080933245,0.0086871665,0.011550521,0.008239972,,1.0,0.041806713,0.08542219,8.993457,134.90186,3.1214004,0.27385733,,True,False,False,True
1,21,5,0.2,750,0.20802937,0.008029584,0.008625591,0.011480017,0.008209625,,1.0,0.04161251,0.085432574,8.985453,134.78178,3.1204424,0.27369756,,True,False,False,True
1,22,6,0.2,750,0.20794521,0.0079451725,0.008583692,0.011456721,0.0082544265,,1.0,0.04184144,0.08553821,8.984731,134.771,3.119176,0.27378678,,True,False,False,True
1,23,7,0.2,750,0.20806311,0.008063305,0.008708349,0.011570454,0.008302576,,0.99866664,0.041836046,0.08540715,9.004088,135.06143,3.1209486,0.27422097,,True,False,False,True
1,24,8,0.2,750,0.2078864,0.007886327,0.008576041,0.011437568,0.008281911,,1.0,0.04178191,0.08549422,8.991415,134.87125,3.1182935,0.27406797,,True,False,False,True
1,25,9,0.2,750,0.20804116,0.008041246,0.0086819865,0.01155814,0.008304819,,0.99866664,0.041891024,0.085362576,9.005347,135.08018,3.120618,0.2742881,,True,False,False,True
1,26,10,0.2,750,0.20800437,0.008004445,0.008665908,0.011520701,0.008287307,,1.0,0.041702345,0.08547413,8.998071,134.97105,3.1200662,0.27411497,,True,False,False,True
1,27,11,0.2,750,0.20797206,0.007972013,0.008653936,0.011511708,0.0083028,,1.0,0.041750662,0.08546645,9.0005,135.00757,3.1195805,0.2742318,,True,False,False,True
1,28,12,0.2,750,0.20790538,0.007905334,0.008586902,0.011446314,0.008276736,,1.0,0.04178339,0.08547692,8.984825,134.77231,3.1185787,0.2738419,,True,False,False,True
1,29,13,0.2,750,0.20797658,0.007976569,0.008650113,0.011515217,0.008303923,,1.0,0.04187242,0.08544267,8.998929,134.98396,3.119648,0.27417794,,True,False,False,True
1,30,14,0.2,750,0.20792304,0.007923089,0.008565841,0.011441251,0.008254652,,1.0,0.041818127,0.08555054,8.985577,134.7837,3.1188467,0.2738415,,True,False,False,True
1,31,15,0.2,750,0.20803621,0.008036216,0.008675549,0.011547865,0.008293598,,1.0,0.04192981,0.08538938,9.0109415,135.16414,3.1205459,0.2744649,,True,False,False,True
2,32,0,0.4,750,0.41537318,0.015373393,0.016511464,0.020296961,0.013256858,1.038433,1.0,0.045814306,0.080213584,12.911874,193.6782,6.230599,0.19697309,,True,False,False,True
2,33,1,0.4,750,0.41535038,0.015350359,0.016498212,0.020284662,0.013259668,1.038376,1.0,0.045902293,0.08012479,12.905332,193.58011,6.230256,0.19688414,,True,False,False,True
2,34,2,0.4,750,0.41538242,0.0153823,0.016523719,0.020311447,0.01326023,1.038456,1.0,0.045896534,0.080124885,12.91128,193.66939,6.230733,0.19695987,,True,False,False,True
2,35,3,0.4,750,0.41548336,0.01548337,0.016598968,0.020379206,0.013245051,1.0387083,1.0,0.045989033,0.080041446,12.914001,193.71,6.232246,0.19695336,,True,False,False,True
2,36,4,0.4,750,0.4153441,0.015343795,0.016489917,0.0202751,0.013244488,1.0383602,1.0,0.045962665,0.08002051,12.9211645,193.81741,6.230156,0.19712867,,True,False,False,True
2,37,5,0.4,750,0.41535255,0.015352391,0.01649212,0.02027266,0.013238299,1.0383813,1.0,0.045840587,0.08021757,12.903765,193.5563,6.2302876,0.19685894,,True,False,False,True
2,38,6,0.4,750,0.415298,0.015297935,0.016451994,0.020240128,0.013250675,1.038245,1.0,0.04581925,0.08023551,12.9130535,193.6958,6.229469,0.19702671,,True,False,False,True
2,39,7,0.4,750,0.41529438,0.01529451,0.016445091,0.020235673,0.013250675,1.0382359,1.0,0.045823995,0.08019865,12.920274,193.80397,6.2294173,0.19713837,,True,False,False,True
2,40,8,0.4,750,0.41539237,0.015392421,0.016526459,0.020316668,0.0132641625,1.0384809,1.0,0.045779616,0.08027632,12.906927,193.6036,6.230883,0.19688822,,True,False,False,True
2,41,9,0.4,750,0.4153771,0.015377065,0.01651573,0.020302681,0.013255172,1.0384427,1.0,0.045835353,0.08029693,12.910897,193.66351,6.230655,0.19695635,,True,False,False,True
2,42,10,0.4,750,0.41525862,0.015258728,0.016418325,0.020203091,0.0132489875,1.0381465,1.0,0.045750447,0.08022754,12.902628,193.53952,6.2288804,0.19688633,,True,False,False,True
2,43,11,0.4,750,0.41536832,0.015368254,0.01651018,0.020298127,0.01325461,1.0384208,1.0,0.045897894,0.080131896,12.914279,193.7142,6.2305236,0.19701208,,True,False,False,True
2,44,12,0.4,750,0.41533586,0.015335971,0.016480085,0.020263081,0.013246176,1.0383396,1.0,0.045881964,0.08019067,12.91124,193.66856,6.2300386,0.19698098,,True,False,False,True
2,45,13,0.4,750,0.4152805,0.015280228,0.016438872,0.020231774,0.013255172,1.0382012,1.0,0.04582717,0.0801225,12.905812,193.58696,6.2292066,0.19692428,,True,False,False,True
2,46,14,0.4,750,0.4152987,0.0152984895,0.016459899,0.020249214,0.013259106,1.0382468,1.0,0.045790944,0.080149956,12.9029045,193.54341,6.229476,0.19687147,,True,False,False,True
2,47,15,0.4,750,0.41532743,0.0153277,0.0164784,0.020268291,0.013269778,1.0383185,1.0,0.045753475,0.08026304,12.9095,193.6427,6.2299128,0.19695866,,True,False,False,True
3,48,0,0.6,750,0.6234078,0.023407893,0.025342066,0.030895641,0.020167848,1.0390129,1.0,0.038595766,0.06486576,20.52852,307.92786,9.351117,0.20866105,,True,False,False,True
3,49,1,0.6,750,0.62330306,0.023303553,0.025265956,0.030811768,0.020173019,1.0388384,1.0,0.038629122,0.06490559,20.517084,307.7563,9.349556,0.20857961,,True,False,False,True
3,50,2,0.6,750,0.6234789,0.023478778,0.025398714,0.03095179,0.020170065,1.0391314,1.0,0.03860183,0.064847246,20.532732,307.99106,9.352184,0.20868006,,True,False,False,True
3,51,3,0.6,750,0.6234837,0.023483928,0.025401399,0.030956484,0.020174496,1.0391395,1.0,0.038579423,0.06484917,20.53137,307.97043,9.352256,0.20866449,,True,False,False,True
3,52,4,0.6,750,0.6229772,0.02297714,0.025024803,0.030553034,0.020136053,1.0382953,1.0,0.038526528,0.06497551,20.509218,307.63794,9.344662,0.20860861,,True,False,False,True
3,53,5,0.6,750,0.6234267,0.023426753,0.025355658,0.030909004,0.020165632,1.0390444,1.0,0.03861951,0.064886905,20.52453,307.86813,9.351402,0.20861422,,True,False,False,True
3,54,6,0.6,750,0.6234595,0.023459552,0.02538311,0.030937115,0.020167109,1.0390991,1.0,0.038582455,0.06483769,20.537636,308.06445,9.351891,0.20873635,,True,False,False,True
3,55,7,0.6,750,0.6234605,0.023461156,0.025387734,0.030941626,0.020192953,1.0391008,1.0,0.0385514,0.064901695,20.535444,308.03174,9.351917,0.20871359,,True,False,False,True
3,56,8,0.6,750,0.62342316,0.023423458,0.02535583,0.030907622,0.020175235,1.0390385,1.0,0.038629103,0.06487595,20.529467,307.94208,9.351349,0.2086655,,True,False,False,True
3,57,9,0.6,750,0.62340736,0.02340683,0.025341965,0.030894015,0.020150108,1.0390122,1.0,0.038612247,0.06483618,20.52755,307.9131,9.351101,0.20865141,,True,False,False,True
3,58,10,0.6,750,0.6235257,0.023525571,0.025435636,0.030990725,0.020173758,1.0392094,1.0,0.038595702,0.06484877,20.52135,307.82028,9.352887,0.2085487,,True,False,False,True
3,59,11,0.6,750,0.62343764,0.023437897,0.02536463,0.03091774,0.02017819,1.0390627,1.0,0.038637556,0.06487109,20.524347,307.8654,9.35157,0.20860861,,True,False,False,True
3,60,12,0.6,750,0.62355375,0.023554051,0.02545668,0.03101283,0.02018705,1.0392562,1.0,0.03857704,0.06483903,20.530493,307.95755,9.353311,0.20863223,,True,False,False,True
