command_vx,num_rollouts,valid_rollouts,mean_vx,mean_vx_ci95,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,mechanical_cot,success_rate,survival_rate,fall_rate,timeout_rate
0.0,16,16,-0.014831306121777743,5.397536886797638e-06,-0.014831306121777743,0.015144528355449438,0.0171084402827546,0.008528248290531337,,0.9480000138282776,0.009353671688586473,0.09010538086295128,7.693449795246124,3.2190044075250626,1.0,1.0,0.0,0.0
0.2,16,16,0.17022703401744366,6.852408902860825e-06,-0.02977296314202249,0.02977296314202249,0.03063820966053754,0.0072298641607631,,0.9293333292007446,0.01497828436549753,0.09740462992340326,9.250397145748138,0.3443402647972107,1.0,1.0,0.0,0.0
0.4,16,16,0.3734878934919834,5.2813009207063095e-05,-0.026512174517847598,0.02654585603158921,0.029472027672454715,0.012870617618318647,0.9337197244167328,0.9153333306312561,0.013350274064578116,0.09444272797554731,12.465614080429077,0.21149164251983166,1.0,1.0,0.0,0.0
0.6,16,16,0.5852404050529003,1.3147577310961441e-05,-0.01475959032541141,0.020143230678513646,0.024645829456858337,0.01973847975023091,0.9754006378352642,0.9133333563804626,0.012739697471261024,0.08583436068147421,18.92178988456726,0.2048725700005889,1.0,1.0,0.0,0.0
0.8,16,16,0.7951170355081558,4.053939114550663e-06,-0.004882885608822107,0.02250213793013245,0.025484147132374346,0.025013169855810702,0.9938962869346142,0.9120000004768372,0.016244726022705436,0.08885413128882647,31.060821413993835,0.2475356524810195,1.0,1.0,0.0,0.0
1.0,16,16,1.0073093324899673,4.62637613305227e-06,0.007309392880415544,0.025252149323932827,0.029275728738866746,0.028350548120215535,1.0073093324899673,0.9106666445732117,0.02043963607866317,0.09670921135693789,49.1703679561615,0.3093117792159319,1.0,1.0,0.0,0.0
1.2,16,16,1.2149160131812096,6.141723675950264e-05,0.014916022541001439,0.02732014434877783,0.03285588137805462,0.02928108349442482,1.0124299749732018,0.9584166742861271,0.020678814849816263,0.09800201747566462,71.69294023513794,0.3739264104515314,1.0,1.0,0.0,0.0
1.4,16,16,1.4133524298667908,0.0002979000600695711,0.013352444802876562,0.026783930836245418,0.03218213911168277,0.02926770190242678,1.0095374584197998,0.9655833356082439,0.020121743669733405,0.09709713887423277,98.63481140136719,0.44221713952720165,1.0,1.0,0.0,0.0
1.6,16,16,1.6056111752986908,0.0002852869141453312,0.005611033644527197,0.02505557588301599,0.029597024782560766,0.029053162783384323,1.0035069659352303,0.9504166655242443,0.017858417355455458,0.10466988943517208,129.65515041351318,0.5116881802678108,1.0,1.0,0.0,0.0
1.8,16,16,1.7984263524413109,0.00032787967947123405,-0.0015739146128908033,0.023784980992786586,0.028239384875632823,0.028163290466181934,0.9991257786750793,0.8799999989569187,0.02090199664235115,0.11072746803984046,164.6554355621338,0.5801489539444447,1.0,1.0,0.0,0.0
