speed_index,env_index,replicate,command_vx,samples,mean_vx,bias_vx,mae_vx,rmse_vx,std_vx,completion,tracking_fraction,mean_abs_vy,mean_abs_yaw,mean_power_w,energy_j,distance_m,mechanical_cot,failure_time_s,survived,fell,timed_out,tracking_success
0,0,0,0.0,750,-0.014822285,-0.014822285,0.015136139,0.017100338,0.008527686,,0.948,0.009360673,0.09007873,7.696296,115.44451,0.22704202,3.2219808,,True,False,False,True
0,1,1,0.0,750,-0.014851201,-0.014851201,0.01516629,0.017131172,0.008539255,,0.948,0.009355708,0.090128325,7.6941447,115.41217,0.22749431,3.2146742,,True,False,False,True
0,2,2,0.0,750,-0.01481714,-0.01481714,0.015131748,0.017093562,0.008523039,,0.948,0.009359833,0.090128765,7.695871,115.43798,0.22697616,3.2227335,,True,False,False,True
0,3,3,0.0,750,-0.01481825,-0.01481825,0.015133611,0.017096989,0.008527982,,0.948,0.009378656,0.090123385,7.6947007,115.42045,0.2270042,3.221846,,True,False,False,True
0,4,4,0.0,750,-0.014814877,-0.014814877,0.015130052,0.017094081,0.008528014,,0.948,0.009337274,0.09010546,7.6928244,115.39238,0.22695075,3.221821,,True,False,False,True
0,5,5,0.0,750,-0.014828597,-0.014828597,0.015140714,0.017104274,0.008524603,,0.948,0.009371107,0.090141796,7.69631,115.44462,0.22711098,3.2210054,,True,False,False,True
0,6,6,0.0,750,-0.014845309,-0.014845309,0.015156378,0.01711334,0.008513704,,0.948,0.009367864,0.09012525,7.6890464,115.33573,0.22734578,3.2146442,,True,False,False,True
0,7,7,0.0,750,-0.014834128,-0.014834128,0.015146826,0.017108306,0.008523074,,0.948,0.009362151,0.09012373,7.6967,115.45063,0.22720224,3.2198794,,True,False,False,True
0,8,8,0.0,750,-0.014830346,-0.014830346,0.0151422275,0.017108245,0.008529531,,0.948,0.0093619125,0.09012858,7.691914,115.37861,0.22713332,3.218847,,True,False,False,True
0,9,9,0.0,750,-0.014835238,-0.014835238,0.015149648,0.017111653,0.008527858,,0.948,0.009362394,0.09010245,7.690075,115.35114,0.22724472,3.2165036,,True,False,False,True
0,10,10,0.0,750,-0.014837516,-0.014837516,0.015149049,0.017115323,0.00853126,,0.948,0.009332737,0.09009952,7.6876445,115.31453,0.22723575,3.2156096,,True,False,False,True
0,11,11,0.0,750,-0.014825141,-0.014825141,0.015140047,0.017106721,0.00853552,,0.948,0.009350857,0.090102375,7.6956043,115.43413,0.2271004,3.2208629,,True,False,False,True
0,12,12,0.0,750,-0.01483566,-0.01483566,0.015146029,0.017111424,0.008526665,,0.948,0.009341701,0.090076976,7.6947675,115.42161,0.22719046,3.2192369,,True,False,False,True
0,13,13,0.0,750,-0.014820436,-0.014820436,0.015134953,0.017104633,0.008539504,,0.948,0.009338234,0.09006004,7.696626,115.44939,0.22702423,3.2223694,,True,False,False,True
0,14,14,0.0,750,-0.014839663,-0.014839663,0.015151963,0.017113192,0.008523245,,0.948,0.009352842,0.09007247,7.693071,115.396065,0.22727935,3.2172656,,True,False,False,True
0,15,15,0.0,750,-0.01484511,-0.01484511,0.015156778,0.017121792,0.008531032,,0.948,0.009324804,0.090088256,7.689601,115.34399,0.22735168,3.2147908,,True,False,False,True
1,16,0,0.2,750,0.17019594,-0.029803975,0.029803975,0.03066635,0.0072234534,,0.9293333,0.014972475,0.09739365,9.255043,138.82556,2.5529418,0.34457555,,True,False,False,True
1,17,1,0.2,750,0.17021365,-0.02978625,0.02978625,0.030651761,0.007233632,,0.9293333,0.0149718765,0.09742353,9.247067,138.70612,2.5532055,0.3442435,,True,False,False,True
1,18,2,0.2,750,0.17024298,-0.029757021,0.029757021,0.030623222,0.0072320867,,0.9293333,0.014994584,0.09741297,9.252139,138.78221,2.5536463,0.3443729,,True,False,False,True
1,19,3,0.2,750,0.17021358,-0.029786428,0.029786428,0.03065038,0.0072271912,,0.9293333,0.014996122,0.09741183,9.254872,138.82307,2.5532045,0.3445339,,True,False,False,True
1,20,4,0.2,750,0.1702308,-0.029769134,0.029769134,0.030634716,0.0072319577,,0.9293333,0.014980037,0.09739406,9.248451,138.72676,2.5534632,0.34425998,,True,False,False,True
1,21,5,0.2,750,0.17022116,-0.029778851,0.029778851,0.030644301,0.0072313137,,0.9293333,0.014960483,0.097385444,9.248945,138.73419,2.5533183,0.34429798,,True,False,False,True
1,22,6,0.2,750,0.17022653,-0.029773401,0.029773401,0.030638767,0.0072300257,,0.9293333,0.014977539,0.09742991,9.249661,138.74492,2.5534,0.34431356,,True,False,False,True
1,23,7,0.2,750,0.17023692,-0.029763127,0.029763127,0.030628245,0.0072268047,,0.9293333,0.014968469,0.097391,9.246143,138.69214,2.553554,0.34416184,,True,False,False,True
1,24,8,0.2,750,0.17025073,-0.029749412,0.029749412,0.030615792,0.007229639,,0.9293333,0.0149682835,0.097399384,9.251819,138.77731,2.5537598,0.34434545,,True,False,False,True
1,25,9,0.2,750,0.170238,-0.029762018,0.029762018,0.03062833,0.0072327303,,0.9293333,0.014989192,0.09740684,9.253493,138.80244,2.5535674,0.34443372,,True,False,False,True
1,26,10,0.2,750,0.1702218,-0.029778272,0.029778272,0.030643541,0.0072287377,,0.9293333,0.014980598,0.09741615,9.252834,138.7924,2.5533264,0.34444135,,True,False,False,True
1,27,11,0.2,750,0.17022815,-0.029771863,0.029771863,0.030637538,0.0072327303,,0.9293333,0.014977496,0.09740752,9.245634,138.68452,2.5534196,0.34416106,,True,False,False,True
1,28,12,0.2,750,0.1702293,-0.029770592,0.029770592,0.030635193,0.0072301547,,0.9293333,0.01497041,0.097376265,9.254773,138.82162,2.5534396,0.34449857,,True,False,False,True
1,29,13,0.2,750,0.1702455,-0.029754514,0.029754514,0.030620169,0.007228866,,0.9293333,0.014995986,0.09741091,9.245877,138.68817,2.5536816,0.3441348,,True,False,False,True
1,30,14,0.2,750,0.17022116,-0.02977881,0.02977881,0.030644754,0.007233503,,0.9293333,0.014968852,0.09738953,9.251391,138.77092,2.5533178,0.34438917,,True,False,False,True
1,31,15,0.2,750,0.17021632,-0.029783743,0.029783743,0.030648297,0.0072250003,,0.9293333,0.0149801485,0.09742509,9.248209,138.72327,2.5532439,0.3442809,,True,False,False,True
2,32,0,0.4,750,0.3736061,-0.02639396,0.026424227,0.029363072,0.012863802,0.9340152,0.91466665,0.013339645,0.09438685,12.463759,186.95633,5.60409,0.21139318,,True,False,False,True
2,33,1,0.4,750,0.3733378,-0.02666234,0.026698865,0.029607296,0.0128690135,0.9333445,0.916,0.013337463,0.094473734,12.466359,186.99542,5.600064,0.2115894,,True,False,False,True
2,34,2,0.4,750,0.37357718,-0.02642296,0.026453469,0.029393435,0.012867856,0.9339429,0.91466665,0.013349008,0.09439316,12.463408,186.9513,5.6036572,0.21140382,,True,False,False,True
2,35,3,0.4,750,0.3734806,-0.02651936,0.026553597,0.02947698,0.012868434,0.93370146,0.91466665,0.013301834,0.09441203,12.468068,187.02092,5.6022115,0.21153712,,True,False,False,True
2,36,4,0.4,750,0.37336117,-0.026638845,0.026676295,0.02958353,0.012870171,0.9334029,0.916,0.013362439,0.09448427,12.468454,187.02669,5.600417,0.21161143,,True,False,False,True
2,37,5,0.4,750,0.37348634,-0.026513707,0.026547754,0.029468235,0.01285627,0.9337158,0.916,0.013319614,0.0944954,12.463703,186.9557,5.602299,0.21146005,,True,False,False,True
2,38,6,0.4,750,0.3734711,-0.026528763,0.026565501,0.029481964,0.01286496,0.9336778,0.916,0.013359887,0.094466716,12.471401,187.07109,5.602069,0.21159926,,True,False,False,True
2,39,7,0.4,750,0.3735522,-0.026447942,0.0264767,0.029414214,0.0128690135,0.9338805,0.91466665,0.0133319665,0.09441708,12.464759,186.9715,5.6032805,0.21144088,,True,False,False,True
2,40,8,0.4,750,0.373228,-0.026772004,0.026810741,0.02970796,0.012880587,0.93307,0.9173333,0.013339836,0.09458909,12.458656,186.87988,5.5984187,0.2115208,,True,False,False,True
2,41,9,0.4,750,0.37360877,-0.026391182,0.026425168,0.029359363,0.012866118,0.9340219,0.916,0.013335722,0.0944665,12.467603,187.01393,5.60413,0.2114568,,True,False,False,True
2,42,10,0.4,750,0.3735334,-0.026466712,0.026492827,0.029472595,0.012962465,0.9338335,0.91066664,0.013553959,0.09418429,12.460699,186.91039,5.6029983,0.21138242,,True,False,False,True
2,43,11,0.4,750,0.37356392,-0.026436267,0.026467262,0.029403737,0.0128690135,0.9339098,0.91466665,0.013304645,0.094408356,12.46207,186.93114,5.603455,0.21138865,,True,False,False,True
2,44,12,0.4,750,0.3733885,-0.026611574,0.026649544,0.029557852,0.012863802,0.93347126,0.916,0.013351231,0.09447591,12.474349,187.11516,5.600822,0.21169622,,True,False,False,True
2,45,13,0.4,750,0.37354228,-0.02645785,0.026491059,0.02941801,0.012858009,0.9338557,0.916,0.013326303,0.094457634,12.466316,186.99469,5.60313,0.2114728,,True,False,False,True
2,46,14,0.4,750,0.37350222,-0.026497843,0.026534012,0.02944905,0.012847574,0.9337556,0.916,0.0133442925,0.09448352,12.46156,186.92345,5.6025352,0.21141465,,True,False,False,True
2,47,15,0.4,750,0.37356672,-0.026433483,0.026466675,0.02939515,0.012852793,0.9339168,0.916,0.013346539,0.09448911,12.468658,187.02992,5.6034966,0.2114988,,True,False,False,True
3,48,0,0.6,750,0.5852184,-0.014781524,0.02015281,0.024661712,0.019746736,0.975364,0.91333336,0.012734399,0.08588509,18.916063,283.741,8.778285,0.2048181,,True,False,False,True
3,49,1,0.6,750,0.5852326,-0.014767222,0.020146675,0.024650734,0.01974749,0.97538763,0.91333336,0.012748122,0.08580984,18.925879,283.88824,8.778496,0.20491946,,True,False,False,True
3,50,2,0.6,750,0.5852281,-0.01477214,0.020148475,0.024653895,0.019733904,0.9753801,0.91333336,0.01273891,0.0858235,18.920319,283.8046,8.77842,0.20486085,,True,False,False,True
3,51,3,0.6,750,0.58529466,-0.014705154,0.020122996,0.024612907,0.019741453,0.97549105,0.91333336,0.012754524,0.08579262,18.927763,283.91638,8.779425,0.2049181,,True,False,False,True
3,52,4,0.6,750,0.58528143,-0.014718787,0.020127278,0.024620423,0.019727862,0.975469,0.91333336,0.012746741,0.08584075,18.91964,283.79456,8.779212,0.20483512,,True,False,False,True
3,53,5,0.6,750,0.5852245,-0.014775479,0.020148668,0.024654761,0.019736923,0.97537416,0.91333336,0.012738608,0.08582648,18.918282,283.77423,8.778367,0.20484017,,True,False,False,True
